ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
319A,KAMPUNG UBI ESTATE,UBI AVENUE 1,1.32812,103.90315
25,MEMBINA COURT,JALAN MEMBINA,1.28364,103.82596
415A,TECK GHEE HEARTLANDS,ANG MO KIO AVENUE 10,1.36437,103.85447
324A,,JURONG EAST STREET 31,1.34845,103.72961
634,ROWELL COURT,VEERASAMY ROAD,1.30606,103.85511
440A,,CHOA CHU KANG AVENUE 4,1.38338,103.73967
113,HDB-CHOA CHU KANG,TECK WHYE LANE,1.37805,103.75069
136,,BEDOK NORTH AVENUE 3,1.32783,103.93521
45,WHAMPOA GARDENS,JALAN BAHAGIA,1.32754,103.85729
56,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,1.32818,103.85669
60,HDB-KALLANG/WHAMPOA,JALAN BAHAGIA,1.32796,103.85712
5A,DI TANJONG RHU,JALAN BATU,1.30148,103.8835
19A,,JALAN MEMBINA,1.28529,103.82632
62,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,1.32812,103.85755
63,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,1.32856,103.85748
53,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,1.32828,103.8561
58,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,1.32836,103.85717
78,,CIRCUIT ROAD,1.32788,103.88522
44A,,BENDEMEER ROAD,1.32286,103.86698
54,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,1.32826,103.85629
262,COMPASSVALE NORTH GATE,COMPASSVALE STREET,1.39511,103.89513
14,FARRER PARK VIEW,FARRER PARK ROAD,1.31137,103.85156
208,HDB-BISHAN,BISHAN STREET 23,1.35493,103.84855
125,,BUKIT MERAH LANE 1,1.28593,103.803
195,THE PERIWINKLE,PUNGGOL ROAD,1.40147,103.9067
8A,CITY VIEW @ BOON KENG,BOON KENG ROAD,1.31669,103.86138
524A,GREENRIDGE SHOPPING CENTRE,JELAPANG ROAD,1.3853,103.76617
445,FAJAR SHOPPING CENTRE,FAJAR ROAD,1.38374,103.77075
115,,BEDOK NORTH ROAD,1.33143,103.93687
48,WHAMPOA GARDENS,JALAN BAHAGIA,1.32761,103.85663
42,WHAMPOA GARDENS,JALAN BAHAGIA,1.32715,103.85696
32A,MARINE CRESCENT VILLE,MARINE CRESCENT,1.30344,103.91184
35A,,TANGLIN HALT ROAD,1.29704,103.79875
162,,BUKIT MERAH CENTRAL,1.28384,103.81747
654A,,SENJA ROAD,1.38756,103.76428
307,ANCHORVALE PLACE,ANCHORVALE ROAD,1.39033,103.88677
118A,GOLDEN TULIP,BUKIT MERAH VIEW,1.28413,103.82078
200C,COMPASSVALE SOUTH GATE,SENGKANG EAST ROAD,1.38743,103.89242
222,KOVAN GREEN,HOUGANG STREET 21,1.35633,103.88372
200,,PUNGGOL FIELD,1.39929,103.90307
740A,,WOODLANDS CIRCLE,1.44478,103.79656
117A,,HO CHING ROAD,1.33537,103.72348
293A,,PUNGGOL CENTRAL,1.40346,103.90484
84,,REDHILL LANE,1.28709,103.81885
229,BOUNDARY VILLE,SERANGOON AVENUE 4,1.35598,103.87028
120A,,HO CHING ROAD,1.3356,103.72453
64A,,CIRCUIT ROAD,1.32662,103.88728
17B,MOUNT FABER VIEW,TELOK BLANGAH CRESCENT,1.27729,103.82194
8A,,SELEGIE ROAD,1.30319,103.85077
28A,,HOY FATT ROAD,1.28704,103.80996
480A,,SEMBAWANG DRIVE,1.45195,103.81482
323A,HDB-SEMBAWANG,SEMBAWANG CLOSE,1.44526,103.81835
296A,,PUNGGOL CENTRAL,1.40133,103.90538
134,HDB-HOUGANG,LORONG AH SOO,1.35046,103.88651
607,HDB-BUKIT PANJANG,SENJA ROAD,1.38252,103.76152
710,HDB-CLEMENTI,CLEMENTI WEST STREET 2,1.30626,103.76152
329,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31307,103.76734
43,HDB-JURONG EAST,TEBAN GARDENS ROAD,1.3211,103.74167
44,HDB-JURONG EAST,TEBAN GARDENS ROAD,1.32075,103.7416
45,HDB-JURONG EAST,TEBAN GARDENS ROAD,1.32005,103.74113
271C,PUNGGOL RESIDENCES,PUNGGOL WALK,1.40394,103.90103
272C,PUNGGOL RESIDENCES,PUNGGOL WALK,1.40286,103.90007
271D,PUNGGOL RESIDENCES,PUNGGOL WALK,1.40351,103.90089
271B,PUNGGOL RESIDENCES,PUNGGOL WALK,1.40417,103.90058
272D,PUNGGOL RESIDENCES,PUNGGOL WALK,1.40273,103.90046
433,FERNVALE PALMS,SENGKANG WEST WAY,1.3944,103.87768
271A,PUNGGOL RESIDENCES,PUNGGOL WALK,1.40375,103.90032
855A,,JURONG WEST STREET 81,1.34715,103.69574
84A,,REDHILL LANE,1.28726,103.81903
182A,RIVERVALE ARC,RIVERVALE CRESCENT,1.39045,103.90889
182B,,RIVERVALE CRESCENT,1.39073,103.90954
988A,BUANGKOK VALE,BUANGKOK GREEN,1.37947,103.87727
988B,BUANGKOK VALE,BUANGKOK GREEN,1.37989,103.87741
87,SKYVILLE @ DAWSON,DAWSON ROAD,1.29573,103.80976
88,SKYVILLE @ DAWSON,DAWSON ROAD,1.29579,103.80926
86,SKYVILLE @ DAWSON,DAWSON ROAD,1.29565,103.81023
86A,SKYVILLE @ DAWSON,DAWSON ROAD,1.29607,103.81056
571,CHAMPIONS COURT,WOODLANDS AVENUE 1,1.43036,103.79029
486,SEGAR GROVE,SEGAR ROAD,1.38924,103.77162
488,SEGAR GROVE,SEGAR ROAD,1.38953,103.77141
487A,SEGAR GROVE,SEGAR ROAD,1.38937,103.77109
111,EUNOS VISTA,BEDOK RESERVOIR ROAD,1.32981,103.91009
304C,ANCHORVALE COURT,ANCHORVALE LINK,1.3883,103.88926
732A,,WOODLANDS CIRCLE,1.44288,103.79822
228,BOUNDARY VILLE,SERANGOON AVENUE 4,1.35636,103.87026
677,,RANGOON ROAD,1.31253,103.85514
224,BOUNDARY VILLE,SERANGOON AVENUE 4,1.35721,103.87083
1,ROCHOR CENTRE,ROCHOR ROAD,1.30243,103.85474
115,HDB-HOUGANG,HOUGANG AVENUE 1,1.35276,103.88787
206E,COMPASSVALE PLACE,COMPASSVALE LANE,1.38661,103.8972
203,,PUNGGOL FIELD,1.39899,103.90385
765A,,WOODLANDS CIRCLE,1.44587,103.7971
744A,,WOODLANDS CIRCLE,1.44281,103.7954
431A,,CLEMENTI AVENUE 3,1.31381,103.76302
118A,,LORONG 1 TOA PAYOH,1.33965,103.84549
123,,BUKIT MERAH LANE 1,1.28685,103.80402
617A,,BUKIT PANJANG RING ROAD,1.38559,103.76243
302,ANCHORVALE COURT,ANCHORVALE LINK,1.3881,103.89144
134,HDB-HOUGANG,LORONG AH SOO,1.35046,103.88651
130,HDB-HOUGANG,LORONG AH SOO,1.35128,103.88649
736A,,WOODLANDS CIRCLE,1.44331,103.79675
588D,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,1.37175,103.85388
588C,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,1.37183,103.85367
588B,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,1.37198,103.85315
588A,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,1.37208,103.85279
589,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,1.37237,103.8526
273E,,COMPASSVALE LINK,1.38413,103.89403
406,HONG KAH COURT,JURONG WEST STREET 42,1.35431,103.7224
639,THE MEADOWS,PUNGGOL DRIVE,1.39946,103.91605
88,HDB-BEDOK,BEDOK NORTH STREET 4,1.33313,103.93911
88,HDB-BEDOK,BEDOK NORTH STREET 4,1.33313,103.93911
164,HDB-TAMPINES,TAMPINES STREET 12,1.34962,103.946
929,TAMPINES PALMSPRING,TAMPINES STREET 91,1.34639,103.93961
233,TOA PAYOH EIGHT,LORONG 8 TOA PAYOH,1.33828,103.85847
45,SIMS VISTA,SIMS DRIVE,1.31734,103.87844
52A,COMMONWEALTH 10,COMMONWEALTH DRIVE,1.30222,103.79693
107,HDB-TAMPINES,TAMPINES STREET 11,1.34837,103.94813
56,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32499,103.94108
34,HDB-CENTRAL AREA,UPPER CROSS STREET,1.28624,103.8423
69,SIGLAP LUCKY VALLEY,BEDOK SOUTH AVENUE 3,1.31935,103.94363
134,HDB-HOUGANG,LORONG AH SOO,1.35046,103.88651
485,SEGAR GROVE,SEGAR ROAD,1.38868,103.77131
487,SEGAR GROVE,SEGAR ROAD,1.38917,103.77111
273C,NATURA LOFT,BISHAN STREET 24,1.35599,103.84372
273B,NATURA LOFT,BISHAN STREET 24,1.35607,103.84347
273A,NATURA LOFT,BISHAN STREET 24,1.35637,103.84393
52,EAST PAYOH PALM,LORONG 6 TOA PAYOH,1.33825,103.85248
207A,ANG MO KIO GROVE,ANG MO KIO AVENUE 6,1.36604,103.84223
609,NEE SOON CENTRAL MEADOWS,YISHUN STREET 61,1.42099,103.83608
50A,COMMONWEALTH 10,COMMONWEALTH DRIVE,1.30126,103.79742
811A,HDB-JURONG WEST,JURONG WEST STREET 81,1.34659,103.6961
30A,HDB-GUILLEMARD,CASSIA CRESCENT,1.30969,103.88348
272A,PUNGGOL RESIDENCES,PUNGGOL WALK,1.40315,103.90067
272,PUNGGOL RESIDENCES,PUNGGOL WALK,1.40285,103.90077
272B,PUNGGOL RESIDENCES,PUNGGOL WALK,1.4033,103.90024
221,BOON LAY SHOPPING CENTRE,BOON LAY PLACE,1.34635,103.71243
307C,TECK GHEE VISTA,ANG MO KIO AVENUE 1,1.36556,103.84517
307B,TECK GHEE VISTA,ANG MO KIO AVENUE 1,1.36583,103.84463
352,YUHUA PLACE,JURONG EAST STREET 31,1.34492,103.7304
308A,TECK GHEE VISTA,ANG MO KIO AVENUE 1,1.36548,103.84409
308B,TECK GHEE VISTA,ANG MO KIO AVENUE 1,1.36523,103.84443
8B,CITY VIEW @ BOON KENG,BOON KENG ROAD,1.31641,103.86116
275B,NATURA LOFT,BISHAN STREET 24,1.35658,103.84372
275A,NATURA LOFT,BISHAN STREET 24,1.35674,103.84352
572,CHAMPIONS COURT,WOODLANDS AVENUE 1,1.43093,103.7893
572A,CHAMPIONS COURT,WOODLANDS AVENUE 1,1.43087,103.78955
571C,CHAMPIONS COURT,WOODLANDS AVENUE 1,1.43038,103.78993
572B,CHAMPIONS COURT,WOODLANDS AVENUE 1,1.43161,103.78961
570C,CHAMPIONS COURT,WOODLANDS AVENUE 1,1.43147,103.78998
139,THE PEAK @ TOA PAYOH,LORONG 1A TOA PAYOH,1.33623,103.84434
894,TAMPINES GROVE,TAMPINES STREET 81,1.3486,103.93192
248,,SIMEI STREET 3,1.34372,103.95342
248,,SIMEI STREET 3,1.34372,103.95342
721,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD,1.33629,103.9261
325,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.3151,103.76682
123,HDB-BEDOK,BEDOK NORTH STREET 2,1.3292,103.93734
201D,HDB-TAMPINES,TAMPINES STREET 21,1.35226,103.95359
19,TOH YI GARDENS,TOH YI DRIVE,1.33996,103.7739
172D,,EDGEDALE PLAINS,1.39501,103.91196
130B,,ANG MO KIO STREET 12,1.37077,103.84135
252A,COMPASSVALE HAVEN,COMPASSVALE STREET,1.39372,103.90047
73,SIGLAP LUCKY VALLEY,BEDOK SOUTH AVENUE 3,1.31984,103.94397
52A,HAVELOCK VIEW,HAVELOCK ROAD,1.28985,103.82865
55,HAVELOCK VIEW,HAVELOCK ROAD,1.29007,103.82925
58,HAVELOCK VIEW,HAVELOCK ROAD,1.29009,103.828
716,HDB-CLEMENTI,CLEMENTI WEST STREET 2,1.30241,103.7628
54A,HAVELOCK VIEW,HAVELOCK ROAD,1.28963,103.82917
52,HAVELOCK VIEW,HAVELOCK ROAD,1.28952,103.82847
54,HAVELOCK VIEW,HAVELOCK ROAD,1.28931,103.82923
23A,GHIM MOH VALLEY,GHIM MOH LINK,1.30847,103.7865
25,GHIM MOH VALLEY,GHIM MOH LINK,1.30816,103.78626
306,HDB-WOODLANDS,WOODLANDS STREET 31,1.42993,103.77464
53,HAVELOCK VIEW,HAVELOCK ROAD,1.28934,103.82892
435,FERNVALE RESIDENCE,FERNVALE ROAD,1.39323,103.87695
127B,KIM TIAN GREEN,KIM TIAN ROAD,1.28186,103.82998
268,PUNGGOL SAPPHIRE,PUNGGOL FIELD,1.40354,103.89714
307A,TECK GHEE VISTA,ANG MO KIO AVENUE 1,1.3661,103.84452
310C,TECK GHEE VISTA,ANG MO KIO AVENUE 1,1.36461,103.84485
310D,TECK GHEE VISTA,ANG MO KIO AVENUE 1,1.36458,103.84518
201,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,1.32613,103.92792
119,CHONG PANG VALE,YISHUN RING ROAD,1.43539,103.82918
178C,RIVERVALE ARC,RIVERVALE CRESCENT,1.38873,103.91066
178D,RIVERVALE ARC,RIVERVALE CRESCENT,1.38904,103.91072
180D,RIVERVALE ARC,RIVERVALE CRESCENT,1.38936,103.9104
636A,SENJA PARC VIEW,SENJA ROAD,1.38692,103.75854
636D,SENJA PARC VIEW,SENJA ROAD,1.38742,103.75931
636B,SENJA PARC VIEW,SENJA ROAD,1.38762,103.75833
636C,SENJA PARC VIEW,SENJA ROAD,1.38743,103.75912
105A,,BUKIT BATOK CENTRAL,1.34872,103.74663
987A,BUANGKOK VALE,BUANGKOK GREEN,1.37989,103.87838
988C,BUANGKOK VALE,BUANGKOK GREEN,1.3803,103.87727
886A,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,1.43829,103.79461
886D,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,1.43793,103.79462
887C,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,1.43714,103.79467
886,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,1.43865,103.79466
9C,TIONG BAHRU VIEW,BOON TIONG ROAD,1.28684,103.82912
503A,KAKI BUKIT VILLE,BEDOK NORTH STREET 3,1.33161,103.93203
10A,TIONG BAHRU VIEW,BOON TIONG ROAD,1.28636,103.82963
9A,TIONG BAHRU VIEW,BOON TIONG ROAD,1.28683,103.82866
212A,PUNGGOL WAVES,PUNGGOL WALK,1.39996,103.89898
212,PUNGGOL WAVES,PUNGGOL WALK,1.3997,103.89918
426B,FLORAL SPRING @ YISHUN,YISHUN AVENUE 11,1.42272,103.84637
428A,FLORAL SPRING @ YISHUN,YISHUN AVENUE 11,1.42253,103.84745
206B,,PUNGGOL PLACE,1.39884,103.90113
163B,HDB-BUKIT PANJANG,GANGSA ROAD,1.37676,103.76463
370A,HDB-WOODLANDS,WOODLANDS AVENUE 1,1.43268,103.78708
708A,TAMPINES SUNRISE,TAMPINES STREET 71,1.35784,103.93668
760B,HDB-JURONG WEST,JURONG WEST STREET 74,1.34912,103.70017
792B,,CHOA CHU KANG NORTH 6,1.39551,103.74912
168D,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,1.39375,103.914
169C,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,1.39362,103.91422
169B,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,1.39322,103.91407
169A,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,1.39308,103.91428
170C,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,1.39311,103.91455
170B,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,1.39334,103.9147
170A,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,1.39356,103.91486
374,JURONG EAST COURT,JURONG EAST STREET 32,1.34961,103.73255
373,JURONG EAST COURT,JURONG EAST STREET 32,1.34935,103.73236
371,JURONG EAST COURT,JURONG EAST STREET 32,1.34831,103.73192
591A,MONTREAL DALE,MONTREAL LINK,1.45076,103.82624
590C,MONTREAL DALE,MONTREAL LINK,1.44994,103.82672
590,MONTREAL DALE,MONTREAL LINK,1.45063,103.82655
590B,MONTREAL DALE,MONTREAL LINK,1.45009,103.82707
590A,MONTREAL DALE,MONTREAL LINK,1.45036,103.82665
181,,BOON LAY DRIVE,1.34841,103.70776
511A,,PASIR RIS STREET 52,1.3748,103.94418
574,LIMBANG GREEN,CHOA CHU KANG STREET 52,1.39441,103.74514
572,LIMBANG GREEN,CHOA CHU KANG STREET 52,1.39372,103.7453
572A,LIMBANG GREEN,CHOA CHU KANG STREET 52,1.39361,103.74544
571,LIMBANG GREEN,CHOA CHU KANG STREET 52,1.39395,103.74493
573,LIMBANG GREEN,CHOA CHU KANG STREET 52,1.39442,103.74543
570,LIMBANG GREEN,CHOA CHU KANG STREET 52,1.3942,103.74447
887A,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,1.43719,103.79389
886B,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,1.43825,103.79411
886C,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,1.43773,103.79414
887B,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,1.4372,103.79435
125,,BUKIT MERAH LANE 1,1.28593,103.803
20A,TEBAN VISTA,TEBAN GARDENS ROAD,1.32394,103.73797
357A,SUN BLISS,ADMIRALTY DRIVE,1.45004,103.817
32,HDB-JURONG EAST,TEBAN GARDENS ROAD,1.32184,103.73987
169,HDB-HOUGANG,HOUGANG AVENUE 1,1.3516,103.88985
782C,WOODLANDS MEADOW,WOODLANDS CRESCENT,1.44768,103.80346
782D,WOODLANDS MEADOW,WOODLANDS CRESCENT,1.44817,103.80304
782A,WOODLANDS MEADOW,WOODLANDS CRESCENT,1.44747,103.80266
780G,WOODLANDS DEW,WOODLANDS CRESCENT,1.44848,103.80147
180B,RIVERVALE ARC,RIVERVALE CRESCENT,1.38995,103.90945
452A,FERNVALE FOLIAGE,SENGKANG WEST WAY,1.39355,103.87449
452B,FERNVALE FOLIAGE,SENGKANG WEST WAY,1.39359,103.87398
782B,WOODLANDS MEADOW,WOODLANDS CRESCENT,1.44747,103.80323
782E,WOODLANDS MEADOW,WOODLANDS CRESCENT,1.44805,103.80271
602A,,CHOA CHU KANG STREET 62,1.39757,103.74446
603A,,ELIAS ROAD,1.37656,103.94348
837A,,JURONG WEST STREET 81,1.34341,103.69287
301,SHUNFU GARDENS,SHUNFU ROAD,1.34936,103.83833
303,SHUNFU GARDENS,SHUNFU ROAD,1.34977,103.83848
329A,ANCHORVALE HARVEST,ANCHORVALE STREET,1.39619,103.88972
331C,ANCHORVALE HARVEST,ANCHORVALE STREET,1.39558,103.88977
329C,ANCHORVALE HARVEST,ANCHORVALE STREET,1.39622,103.88963
329B,ANCHORVALE HARVEST,ANCHORVALE STREET,1.39576,103.88947
331B,ANCHORVALE HARVEST,ANCHORVALE STREET,1.39567,103.89013
330B,ANCHORVALE HARVEST,ANCHORVALE STREET,1.39656,103.89024
331A,ANCHORVALE HARVEST,ANCHORVALE STREET,1.39595,103.89047
330,ANCHORVALE HARVEST,ANCHORVALE STREET,1.39685,103.88914
674,WATERWAY BANKS,EDGEFIELD PLAINS,1.40721,103.91037
673C,WATERWAY BANKS,EDGEFIELD PLAINS,1.40722,103.91059
673B,WATERWAY BANKS,EDGEFIELD PLAINS,1.40698,103.91104
526B,COSTA RIS,PASIR RIS STREET 51,1.36789,103.94703
259B,PUNGGOL TOPAZ,PUNGGOL FIELD,1.40388,103.89524
258,PUNGGOL TOPAZ,PUNGGOL FIELD,1.40421,103.89564
259A,PUNGGOL TOPAZ,PUNGGOL FIELD,1.40382,103.89555
258C,PUNGGOL TOPAZ,PUNGGOL FIELD,1.40414,103.89636
593,MONTREAL VILLE,MONTREAL LINK,1.45172,103.82812
333,ANCHORVALE ISLES,ANCHORVALE LINK,1.39467,103.89205
520A,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,1.35701,103.93991
519A,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,1.35728,103.94038
519C,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,1.35621,103.93996
519B,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,1.35743,103.94005
519D,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,1.35621,103.93959
259C,PUNGGOL TOPAZ,PUNGGOL FIELD,1.40453,103.89567
460A,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10,1.36661,103.85897
168C,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,1.3939,103.91378
335B,HDB-CENTRAL AREA,SMITH STREET,1.28236,103.84345
145,,TECK WHYE AVENUE,1.38151,103.75247
359B,,ADMIRALTY DRIVE,1.44963,103.81508
411,CORAL SPRING,FERNVALE ROAD,1.38983,103.87684
783A,KHATIB VALE,YISHUN RING ROAD,1.42182,103.83308
108,,PUNGGOL FIELD,1.39653,103.90885
297,HDB-BUKIT BATOK,BUKIT BATOK STREET 22,1.34504,103.74739
298,HDB-BUKIT BATOK,BUKIT BATOK STREET 22,1.3448,103.74714
56,HAVELOCK VIEW,HAVELOCK ROAD,1.29013,103.82891
57,HAVELOCK VIEW,HAVELOCK ROAD,1.29014,103.82845
180A,MARSILING HEIGHTS,MARSILING ROAD,1.43906,103.77814
180A,RIVERVALE ARC,RIVERVALE CRESCENT,1.39026,103.90962
178,RIVERVALE ARC,RIVERVALE CRESCENT,1.38832,103.90998
181,RIVERVALE ARC,RIVERVALE CRESCENT,1.39055,103.90981
180C,RIVERVALE ARC,RIVERVALE CRESCENT,1.38949,103.90966
178B,RIVERVALE ARC,RIVERVALE CRESCENT,1.38855,103.91003
780E,WOODLANDS DEW,WOODLANDS CRESCENT,1.448,103.8017
780A,WOODLANDS DEW,WOODLANDS CRESCENT,1.44868,103.80077
780B,WOODLANDS DEW,WOODLANDS CRESCENT,1.44894,103.80102
780C,WOODLANDS DEW,WOODLANDS CRESCENT,1.44911,103.80135
780F,WOODLANDS DEW,WOODLANDS CRESCENT,1.44778,103.80115
780D,WOODLANDS DEW,WOODLANDS CRESCENT,1.44812,103.80195
348,ADORA GREEN,YISHUN AVENUE 11,1.42662,103.84293
635,SENJA GATEWAY,SENJA ROAD,1.38693,103.7575
635C,SENJA GATEWAY,SENJA ROAD,1.3865,103.75843
327A,ANCHORVALE HORIZON,ANCHORVALE ROAD,1.39526,103.88861
326D,ANCHORVALE HORIZON,ANCHORVALE ROAD,1.39613,103.8881
180B,MARSILING HEIGHTS,MARSILING ROAD,1.43906,103.77835
180,MARSILING HEIGHTS,MARSILING ROAD,1.43982,103.77878
634B,SENJA GATEWAY,SENJA ROAD,1.38612,103.75833
635A,SENJA GATEWAY,SENJA ROAD,1.38656,103.75721
452,FERNVALE FOLIAGE,SENGKANG WEST WAY,1.39345,103.87467
451A,FERNVALE FOLIAGE,SENGKANG WEST WAY,1.39435,103.87405
347C,ADORA GREEN,YISHUN AVENUE 11,1.42825,103.84273
335A,YISHUN RIVERWALK,YISHUN STREET 31,1.43328,103.84444
335B,YISHUN RIVERWALK,YISHUN STREET 31,1.43284,103.84433
333D,YISHUN RIVERWALK,YISHUN STREET 31,1.43209,103.8462
333B,YISHUN RIVERWALK,YISHUN STREET 31,1.43196,103.84538
336B,YISHUN RIVERWALK,YISHUN STREET 31,1.43137,103.84433
334B,YISHUN RIVERWALK,YISHUN STREET 31,1.43253,103.84571
335C,YISHUN RIVERWALK,YISHUN STREET 31,1.43249,103.84437
326B,ANCHORVALE HORIZON,ANCHORVALE ROAD,1.39531,103.88801
326A,ANCHORVALE HORIZON,ANCHORVALE ROAD,1.39491,103.888
327C,ANCHORVALE HORIZON,ANCHORVALE ROAD,1.39609,103.88872
326C,ANCHORVALE HORIZON,ANCHORVALE ROAD,1.39572,103.88807
869A,TAMPINES GREENWOOD,TAMPINES AVENUE 8,1.35502,103.93232
869B,TAMPINES GREENWOOD,TAMPINES AVENUE 8,1.35486,103.93271
868D,TAMPINES GREENWOOD,TAMPINES AVENUE 8,1.35567,103.93301
470B,HOUGANG PARKVIEW,UPPER SERANGOON CRESCENT,1.37893,103.90099
470A,HOUGANG PARKVIEW,UPPER SERANGOON CRESCENT,1.37905,103.90193
430B,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.42099,103.84861
138A,LAKE VISTA @ YUAN CHING,YUAN CHING ROAD,1.32794,103.72418
390,GOODVIEW GARDENS,BUKIT BATOK WEST AVENUE 5,1.36535,103.75243
389,GOODVIEW GARDENS,BUKIT BATOK WEST AVENUE 5,1.36535,103.75214
671A,WATERWAY BANKS,EDGEFIELD PLAINS,1.40606,103.91202
550A,SEGAR PALMVIEW,SEGAR ROAD,1.38911,103.7673
548B,SEGAR PALMVIEW,SEGAR ROAD,1.38942,103.76857
429A,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.4221,103.84956
429B,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.42172,103.84924
429C,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.42182,103.84943
424C,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.42326,103.84916
424D,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.42283,103.84922
424B,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.42325,103.84854
424,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.42306,103.84906
424A,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,1.42323,103.84805
342A,YISHUN NATURA,YISHUN RING ROAD,1.4306,103.84446
342C,YISHUN NATURA,YISHUN RING ROAD,1.42992,103.84437
342D,YISHUN NATURA,YISHUN RING ROAD,1.42992,103.84472
342B,YISHUN NATURA,YISHUN RING ROAD,1.43025,103.84484
138D,LAKE VISTA @ YUAN CHING,YUAN CHING ROAD,1.32846,103.72329
138C,LAKE VISTA @ YUAN CHING,YUAN CHING ROAD,1.32844,103.7238
138B,LAKE VISTA @ YUAN CHING,YUAN CHING ROAD,1.32842,103.7243
139,LAKE VISTA @ YUAN CHING,YUAN CHING ROAD,1.32806,103.72447
207D,PUNGGOL SAILS,PUNGGOL PLACE,1.40095,103.90071
207A,PUNGGOL SAILS,PUNGGOL PLACE,1.40029,103.90101
207B,PUNGGOL SAILS,PUNGGOL PLACE,1.40033,103.90074
207C,PUNGGOL SAILS,PUNGGOL PLACE,1.40065,103.90035
208C,PUNGGOL SAILS,PUNGGOL PLACE,1.40094,103.90114
208A,PUNGGOL SAILS,PUNGGOL PLACE,1.40146,103.90076
88A,SKYVILLE @ DAWSON,DAWSON ROAD,1.2962,103.80928
449,FERNVALE CREST,SENGKANG WEST WAY,1.3937,103.87311
476B,,PASIR RIS DRIVE 6,1.37512,103.958
431A,FERNVALE RIDGE,FERNVALE LINK,1.39424,103.87884
174B,PAYA LEBAR LODGE,HOUGANG AVENUE 1,1.34956,103.88928
174A,PAYA LEBAR LODGE,HOUGANG AVENUE 1,1.3496,103.88875
174D,PAYA LEBAR LODGE,HOUGANG AVENUE 1,1.34918,103.88846
174C,PAYA LEBAR LODGE,HOUGANG AVENUE 1,1.34912,103.88909
174,PAYA LEBAR LODGE,HOUGANG AVENUE 1,1.34906,103.88806
180C,MARSILING HEIGHTS,MARSILING ROAD,1.43956,103.77859
318C,YISHUN GREENWALK,YISHUN AVENUE 9,1.43338,103.84352
315A,YISHUN GREENWALK,YISHUN AVENUE 9,1.43238,103.84238
316B,YISHUN GREENWALK,YISHUN AVENUE 9,1.43287,103.8427
316A,YISHUN GREENWALK,YISHUN AVENUE 9,1.43336,103.84271
10C,TOA PAYOH COURT,LORONG 7 TOA PAYOH,1.33691,103.85805
7A,TOA PAYOH COURT,LORONG 7 TOA PAYOH,1.33798,103.85701
671,WATERWAY BANKS,EDGEFIELD PLAINS,1.40566,103.91199
673,WATERWAY BANKS,EDGEFIELD PLAINS,1.40655,103.91197
